Unnamed: 0,material_id,cif,formula,heat_all,heat_ref,dir_gap,ind_gap
4450,17313,"# generated using pymatgen
data_CrTeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96984308
_cell_length_b   3.96984308
_cell_length_c   3.96984308
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrTeN3
_chemical_formula_sum   'Cr1 Te1 N3'
_cell_volume   62.56335384
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00000000  0.00000000  0.00000000  1
  Te  Te1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",CrTeN3,1.86,1.7554965755581542,0.0,0.0
18849,16590,"# generated using pymatgen
data_YGeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86083936
_cell_length_b   3.86083936
_cell_length_c   3.86083936
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YGeN3
_chemical_formula_sum   'Y1 Ge1 N3'
_cell_volume   57.54998268
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  Ge  Ge1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",YGeN3,0.9,0.9052834885953176,0.0,0.0
12325,18331,"# generated using pymatgen
data_BaBiN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.54173211
_cell_length_b   4.54173211
_cell_length_c   4.54173211
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaBiN3
_chemical_formula_sum   'Ba1 Bi1 N3'
_cell_volume   93.68380947
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Bi  Bi0  1  0.00135646  0.00000000  -0.00000000  1
  Ba  Ba1  1  0.50129553  0.50000000  0.50000000  1
  N  N2  1  0.50114834  0.00000000  0.50000000  1
  N  N3  1  0.50114834  0.50000000  0.00000000  1
  N  N4  1  0.00110768  0.50000000  0.50000000  1
",BiBaN3,2.82,2.387740407464812,0.0,0.0
10874,17085,"# generated using pymatgen
data_MgRhN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.99299752
_cell_length_b   3.99299752
_cell_length_c   3.99299752
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgRhN3
_chemical_formula_sum   'Mg1 Rh1 N3'
_cell_volume   63.66446905
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.20863977  0.00000000  0.00000000  1
  Rh  Rh1  1  0.55125767  0.50000000  0.50000000  1
  N  N2  1  0.37464536  -0.00000000  0.50000000  1
  N  N3  1  0.37464536  0.50000000  0.00000000  1
  N  N4  1  -0.00725500  0.50000000  0.50000000  1
",MgRhN3,1.68,1.314835304031888,0.0,0.0
12324,17130,"# generated using pymatgen
data_Mg2N3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.99846433
_cell_length_b   3.99846433
_cell_length_c   3.99846433
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2N3
_chemical_formula_sum   'Mg2 N3'
_cell_volume   63.92631605
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00029306  0.00000000  0.00000000  1
  Mg  Mg1  1  0.50498147  0.50000000  0.50000000  1
  N  N2  1  0.49992414  0.00000000  0.50000000  1
  N  N3  1  0.49992414  0.50000000  0.00000000  1
  N  N4  1  0.00469910  0.50000000  0.50000000  1
",MgMgN3,2.62,1.8899795563521529,0.0,0.0
13156,17255,"# generated using pymatgen
data_TiBeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.44188509
_cell_length_b   3.44188509
_cell_length_c   3.44188509
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeN3
_chemical_formula_sum   'Ti1 Be1 N3'
_cell_volume   40.77454305
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00156262  0.00000000  -0.00000000  1
  Be  Be1  1  0.50193980  0.50000000  0.50000000  1
  N  N2  1  0.50138060  0.00000000  0.50000000  1
  N  N3  1  0.50138060  0.50000000  -0.00000000  1
  N  N4  1  0.00200500  0.50000000  0.50000000  1
",TiBeN3,1.68,1.634272736557626,0.0,0.0
13390,16944,"# generated using pymatgen
data_CdFeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00806708
_cell_length_b   4.00806708
_cell_length_c   4.00806708
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdFeN3
_chemical_formula_sum   'Cd1 Fe1 N3'
_cell_volume   64.38800134
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.68817583  0.00000000  -0.00000000  1
  Cd  Cd1  1  1.09569849  0.50000000  0.50000000  1
  N  N2  1  0.68363842  0.00000000  0.50000000  1
  N  N3  1  0.68363842  0.50000000  0.00000000  1
  N  N4  1  0.58866498  0.50000000  0.50000000  1
",FeCdN3,1.78,1.6831651535426986,0.0,0.0
18517,18445,"# generated using pymatgen
data_SbTeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06672624
_cell_length_b   4.06672624
_cell_length_c   4.06672624
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbTeN3
_chemical_formula_sum   'Sb1 Te1 N3'
_cell_volume   67.25658537
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",TeSbN3,1.7,1.6963274030048872,0.0,0.0
4560,18156,"# generated using pymatgen
data_HfCrN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18586462
_cell_length_b   4.18586462
_cell_length_c   4.18586462
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCrN3
_chemical_formula_sum   'Hf1 Cr1 N3'
_cell_volume   73.34247034
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00000000  0.00000000  0.00000000  1
  Hf  Hf1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",CrHfN3,1.5,1.409749815060927,0.0,0.0
12685,17702,"# generated using pymatgen
data_BeIrN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87426130
_cell_length_b   3.87426130
_cell_length_c   3.87426130
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeIrN3
_chemical_formula_sum   'Be1 Ir1 N3'
_cell_volume   58.15227703
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.27127137  0.00000000  0.00000000  1
  Ir  Ir1  1  0.49830370  0.50000000  0.50000000  1
  N  N2  1  0.30803887  -0.00000000  0.50000000  1
  N  N3  1  0.30803887  0.50000000  0.00000000  1
  N  N4  1  -0.06722181  0.50000000  0.50000000  1
",BeIrN3,1.46,1.415717435086983,0.0,0.0
